,Title,Price,ColoursAvailable,ReviewTopic,Reviews,UserID,Date,VerifiedPurchaser,IncentivizedReview
194,Samba Classic,90,2,best shoe ever,"very comfortable and stylish shoe, probably my favorite for life",luco98 ," July 4, 2023",False,False
195,Samba Classic,90,2,My dad loved them.,"My dad grew up with these shoes, he was thrilled when I bought him a pair for father's day.",ALX21 ," July 3, 2023 ",True,True
196,Samba Classic,90,2,Exactly what I wanted.,Exactly what I wanted. They fit perfectly and they look so good!,Visabas97 ," July 3, 2023 ",True,True
197,Samba Classic,90,2,Great shoe,Great! Shoe fit perfect and the it was very comfortable.,JBbrian ," July 3, 2023",False,False
198,Samba Classic,90,2,Wore nothing but these shoes for 5 years.,"These are the most comfortable shoes I have ever worn. Wearing these, I can leave work and immediately play a game of Football. The best part is, they remain comfortable in any scenario.",MadMann ," July 3, 2023",False,False
199,Samba Classic,90,2,shoes were comfy,shoes were comfy and definitely help support when playing soccer,andy ," July 2, 2023",False,False
200,Samba Classic,90,2,"Tongue is the only annoying part, but its ok.",its good because I needed a shoe like this and it has been working well for me.,Leo123 ," July 2, 2023 ",False,True
201,Samba Classic,90,2,they are comfortable but the issue is they lookbig,once they are on their look big but fit fine which is a little weird. they are also very low to the ground which is comfortable for me at least,fc123 ," July 2, 2023",False,False
207,Samba Classic,90,2,To narrow.,The Samba Shoes are to tight and my feet hurts . How can I get a better fit? My size is 9.5 and this pair of shoes are very tight.,OM433 ," June 29, 2023 ",True,True
208,Samba Classic,90,2,very good and comfy,i really liked these shoes. They're nice and go with everything,nani2007 ," June 29, 2023",False,False
209,Samba Classic,90,2,Greta prduct very comfortable,"Love the classic Zamba  
Highly recommend 
Dont wait",Usedshoes ," June 29, 2023",False,False
210,Samba Classic,90,2,Love my shoes,"They are amazing, they look like I wanted and better",Yoshi1987 ," June 29, 2023",False,False
211,Samba Classic,90,2,Love the color and are a classic,It goes as with a lot of fits. And it also has a clean look to it,Mamon ," June 29, 2023",False,False
212,Samba Classic,90,2,Cool model and very good quality,"I like how the tongue is, and the employees were nice",,,False,False
213,Samba Classic,90,2,"Slick shoes, really enjoy them",I’m happy a got ‘em! Chill to dance in too!! Gum soles are great!!,,,False,False
214,Samba Classic,90,2,Good everyday shoe,"Good everyday shoe pt.2 
Getting a pair is worth the money",,,False,False
215,Samba Classic,90,2,Great shoe.,"Good quality, and amazing retro style, perfect for anything",,,False,False
216,Samba Classic,90,2,Samba Classic!!!,Love these Samba's!!! Great twist on a classic profile!!!,,,False,False
0,NMD_S1 Shoes,90,9,Great looking shoe and super comfortable,"Best looking NMD in my opinion, great quality and a fabulous design",,,False,False
1,NMD_S1 Shoes,90,9,My favorite shoes that l bought from Adidas,"Great product, real size ,perfect width l would definitely recommend it",,,False,False
2,NMD_S1 Shoes,90,9,Would but again,I likey … always wanted a pair and they dropped so low I had to,,,False,False
3,NMD_S1 Shoes,90,9,"Like walking on clouds, but it's a bit heavy","I love these shoes! I bought a half size down (US size), but they fit well. The NMS S1s feel like walking on clouds, but the you can feel the weight of the shoe. But I've worn them for hrs and dint feel much fatigue.",,,False,False
4,NMD_S1 Shoes,90,9,Beauty is pain.,"Great shoes for fashion. Unfortunately, this brings ""beauty is pain"" back in fashion. Don't get me wrong. These are great looking sneakers. It's just unfortunate that I would experience discomfort in the first 2 hours of wearing them, and outright pain when I wore them for a full work day the one time I did.",,,False,False
5,NMD_S1 Shoes,90,9,One of my best purchases!,Love the style on these kicks!! I work 10 hours on feet and would recommend. I have them in black and grey. Will purchase more colors.,,,False,False
6,NMD_S1 Shoes,90,9,the NMD S1 is probably the best NMD version ever,Order an 1/2 down for the perfect fit even for the wide footer,,,False,False
7,NMD_S1 Shoes,90,9,A great sneaker. Very comfortable and stylish,"Very stylish, comfortable and well made. It’s also great to have grip.",,,False,False
8,NMD_S1 Shoes,90,9,Quality Matters,"Great Shoes,  very comfortable and cushy. I would highly recommend",,,False,False
9,NMD_S1 Shoes,90,9,2nd pair of nmd s1,I love the style. I'm always on the lookout for different colors.,,,False,False
10,NMD_S1 Shoes,90,9,NMD1 all black will be most likely my new favorite,"This is easily going to become my new daily wear! Love the color, the comfort, and the look!",,,False,False
11,NMD_S1 Shoes,90,9,Very happy with quality and pricing.,"Was expecting the fancy NMD_S1 box that many other buyers received, but otherwise incredibly happy with purchase.",,,False,False
25,NMD_S1 Shoes,90,9,Perfect,Very comfortable and the design is crazy cool to see.,,,False,False
26,NMD_S1 Shoes,90,9,Very stylish and comfortable.,Great silhouette and sole makes them unique. Love the color .,,,False,False
27,NMD_S1 Shoes,90,9,Very well made &amp; comfortable,"Great shoe, comfortable, stylish, worth it, enjoy!",,,False,False
28,NMD_S1 Shoes,90,9,"Shoes is coming off my foot, could be due thinfoot","Overall looks nice feel nice, but as you wear and walk, shoes is slipping off the foot from behind. The back support and the overall height of the shoe neck could have been little lengthier than what it is. 

Reason for shoe going off the foot: I figure it’s due to the weight of the shoe and less contact support at the behind part of the foot.  May be fit approximately for little thick foot",,,False,False
29,NMD_S1 Shoes,90,9,Nmd line feel like clouds on your feet.,Concept and design are futuristic and the comfort is cloud like.,,,False,False
30,NMD_S1 Shoes,90,9,Low heel support and feels like walking uphill,Heel need more cushion and support. Rubber sole casing too bulky.,,,False,False
31,NMD_S1 Shoes,90,9,Pretty good,Clean colors and an overall nice shape on the shoes,,,False,False
0,Nizza Platform Shoes,75,6,Best pair of sneakers EVER!,My favorite of all time! So comfortable and look amazing!,Penelope ," September 14, 2023 ",True,True
1,Nizza Platform Shoes,75,6,The size is too big for actual one,Love the way of this but too wide too loose . Looks like one size larger.,Lily ," September 14, 2023",False,False
2,Nizza Platform Shoes,75,6,Cute and versatile shoe,"Love the look of this shoe, super cute and goes with everything. The only reason I gave one star less is because the shoe slides off a bit at the heel (I don't need a smaller size, it would be too small). You just have to make sure to tie your laces tight and it should be good. I also had to size down my normal US size.",Eed3 ," September 13, 2023",False,False
3,Nizza Platform Shoes,75,6,Good buy!,Not terribly comfortable out of the box. Need some breaking in. But otherwise exactly what she was looking for,ADro ," September 13, 2023 ",True,True
4,Nizza Platform Shoes,75,6,Perfect fit &amp; oh so cute!,"These are my 2nd pair of Nizza platforms and I LOVE them! Comfortable, and stylish! The colors are so feminine and  soft. Many compliments!",QueenB ," September 13, 2023 ",False,True
5,Nizza Platform Shoes,75,6,Third pair!!,Very comfortable and stylish. This is a great staple to have and versatile with pants or a sundress!! Love it!!,NEGG13 ," September 12, 2023",False,False
6,Nizza Platform Shoes,75,6,Love them so much.,I love the platform on these. They are a stylish show.,Shesn2tony ," September 12, 2023 ",True,True
7,Nizza Platform Shoes,75,6,I absolutely love them,10000000/10 would recommend. Some of the best that I have received,DariusShakur ," September 11, 2023",False,False
8,Nizza Platform Shoes,75,6,Runs small. Size up.,I sized up still too small..returned for smaller size,Queen ," September 11, 2023",False,False
9,Nizza Platform Shoes,75,6,Great purchase,These shoes are so cute and comfortable. They’re good for any occasion!,BB97 ," September 10, 2023 ",True,True
10,Nizza Platform Shoes,75,6,good platforms,they look great but the platform is not as tall as it looks in pictures,meg99 ," September 10, 2023 ",True,True
11,Nizza Platform Shoes,75,6,I love them!,They are so comfortable. Looks so cute. I can match them with everything,Naly ," September 10, 2023",False,False
17,Nizza Platform Shoes,75,6,Ran extremely too big!,Was very sad I wasn’t able to keep them because they were so cute!,Ronnie ," September 10, 2023",False,False
18,Nizza Platform Shoes,75,6,This is the most comfortable casual sneaker I have,I have low top and high top. The low top platform seem to run a tad bit smaller than the high top. Still a great sneaker!,PavlovsDog ," September 10, 2023",False,False
19,Nizza Platform Shoes,75,6,When people comment on my shoes I get happy,Fit great and look even better! Really love wearing these all around.,ENYG ," September 10, 2023 ",True,True
20,Nizza Platform Shoes,75,6,Awesome shoes!! Platform is not too high for wear,Love this shoe. Got white on white. Just bought a second pair.,Jodie ," September 9, 2023",False,False
21,Nizza Platform Shoes,75,6,One of the best purchases,Paired with the dress I ordered it’s all that. Very comfortable.,Tammy ," September 9, 2023 ",False,True
22,Nizza Platform Shoes,75,6,Great buy!,"Very nice looking platform trainer.  The interior is soft and comfortable, added bonus you get an extra pair of laces, just what I was looking for!",Twig ," September 8, 2023 ",True,True
23,Nizza Platform Shoes,75,6,Glad I finally got them!,I've been looking at these shoes for quite a while and finally decided to just get them!  So so glad I did.  Super comfy and super cute.  Classic.  The first day I wore them two different people go 'love your shoes'!!,meandgrandpajoe ," September 8, 2023 ",True,True
24,Nizza Platform Shoes,75,6,I love these shoes. They just elevate your look.,These are definitely a great addition to your collection.,Gurjeet ," September 8, 2023",False,False
25,Nizza Platform Shoes,75,6,Gorgeous kicks at a very reasonable price!,So many compliments on the color and style. Everyone wants to know where I bought them!,Mrich ," September 8, 2023",False,False
26,Nizza Platform Shoes,75,6,Stylish and cute ☺️,They are beautiful and tru to size. They are also comfortable BUT they are not made to walk long distances as they are a little heavy.,HersheyPie ," September 7, 2023",False,False
37,Nizza Platform Shoes,75,6,Beware of the fit,First off I would like to say I love adidas..: but (speaking from a person who has a troubles with their eyes) I rely on the pictures and colors and the fact that y’all sent me off white shoes and online they are white is bananas. Secondly they had a smell to them…. And it wasn’t a rubber like smell. My overall purchase was disappointing and anyone who knows me knows I model adidas for free lol but these will be sent back,DeezZadddyyy ," September 5, 2023 ",True,True
38,Nizza Platform Shoes,75,6,Stylish and comfortable,"Love the look. really comfortable. The platform performs amazing. However, if you plan on walking a lot (NYC type of thing) I recommend you break them in first. Otherwise, expect blisters at heel lever",SuperTF ," September 4, 2023 ",True,True
39,Nizza Platform Shoes,75,6,Satisfied,Great quality and sizing. Trendy and comfortable plus cost effective,ILW242 ," September 4, 2023 ",True,True
40,Nizza Platform Shoes,75,6,Love,Super comfy and looks cute with everything. I’ll be getting these in other colors.,HeatherCav ," September 4, 2023 ",True,True
41,Nizza Platform Shoes,75,6,Great shoe,"Sooooo cute and I have another pair that I love. But this pair had a sewing defect that made a buckle in the fabric. Great shoe, but this pair had a flaw.",Sudy ," September 4, 2023 ",True,True
42,Nizza Platform Shoes,75,6,The size Too small   Totally not fit.,The size Too small   Totally not fit. The size Too small   Totally not fit. The size Too small   Totally not fit. The size Too small   Totally not fit.  The size Too small   Totally not fit.,Jwluo ," September 3, 2023 ",True,True
43,Nizza Platform Shoes,75,6,💙💙💙💙💙💙💙💙💙,"It fits me perfectly, thnx you all for professional deal",Diana ," September 3, 2023 ",True,True
44,Nizza Platform Shoes,75,6,Great everyday shoe!,I love these shoes! So comfy and well made. And has extra padding in the back so no blisters.,Sammilaro ," September 3, 2023 ",True,True
45,Nizza Platform Shoes,75,6,Best versatile shoe! Wear them to work every week!,Perfect chunky shoe. Gives us shorties some extra height too :),JackAttack ," September 3, 2023",False,False
46,Nizza Platform Shoes,75,6,These shoes look great on!,"""These shoes are not only comfortable but also stylish with their fashionable platforms. I absolutely love them!""",Lowie ," September 2, 2023 ",True,True
52,Nizza Platform Shoes,75,6,Quality purchase,Purchased for my wife who absolutely loves them.  Wears them all the time. Will definitely get her another pair,Linds8379 ," September 2, 2023",False,False
53,Nizza Platform Shoes,75,6,Love them,"Comfortable and stylish, can go with so many outfits",Jesus ," September 2, 2023",False,False
54,Nizza Platform Shoes,75,6,Great purchase.,The shoes are stylish and comfortable and go with everything.,Mis05 ," September 1, 2023 ",True,True
55,Nizza Platform Shoes,75,6,Comfortable and stylish,"I loved these shoes. They're on special and nice.
Recomended!",Avik ," September 1, 2023 ",True,True
56,Nizza Platform Shoes,75,6,Love it,"Very good, comfortable, nice to wear with any outfit.",Brenda ," September 1, 2023",False,False
57,Nizza Platform Shoes,75,6,Great product,Great product! Really like my item. Will order again soon.,Leoi ," September 1, 2023",False,False
58,Nizza Platform Shoes,75,6,Super comfortable,"I like that their comfortable, easy to clean, and durable.",PZ23 ," September 1, 2023 ",True,True
59,Nizza Platform Shoes,75,6,Will buy again in another color !,Super comfortable from day one. Fit perfect. Lots of compliments.,AdidusGirl ," August 31, 2023",False,False
60,Nizza Platform Shoes,75,6,Decent,"The Adidas Nizza offers a timeless and versatile design that seamlessly blends sport and street style. Its low-top silhouette, canvas upper, and rubber toe cap provide both comfort and durability. With a clean, retro look, these sneakers are a great addition to any casual outfit, making them a popular choice among sneaker enthusiasts and fashion-conscious individuals alike.",QZLZ ," August 31, 2023",False,False
61,Nizza Platform Shoes,75,6,These shoes are perfection :),These are awesome! Sooo comfy and stylish- shipping was fast. They are my favorite shoes ever❤️,Drjo ," August 31, 2023 ",True,True
62,Nizza Platform Shoes,75,6,Best friend loves these!,Bought these for my best friend &amp; she loves them! Perfect fit &amp; she says they're super comfy also!,MendyJo ," August 30, 2023 ",True,True
63,Nizza Platform Shoes,75,6,Best purchase ever...,Goglvm m ncjfkfififuduxkxlccm m m mckckxjxkckckcjdududuxm xjkf,Wichin ," August 30, 2023",False,False
64,Nizza Platform Shoes,75,6,The price was great and I feel super comfortable,"Love the color and the fabric, and the material feel real good",Pantera ," August 30, 2023",False,False
65,Nizza Platform Shoes,75,6,It couldn't be better. Super recommend it!,"It couldn't be better. Excellent shape, comfortable, high quality and the size matches.
A perfect designer and a wonderful fit.",Tamybriggs ," August 29, 2023 ",True,True
66,Nizza Platform Shoes,75,6,Great Purchase,These shoes are very cute looking and really comfortable. I would recommend them.,Jezz ," August 29, 2023",False,False
71,Nizza Platform Shoes,75,6,Comfortable,"It is comfortable, I love it. Shoes are amazing, good materials and beautiful model",Coni2501 ," August 29, 2023",False,False
72,Nizza Platform Shoes,75,6,Perfect,It’s so cool and perfect . Recommend . This is the best,Tati ," August 29, 2023",False,False
73,Nizza Platform Shoes,75,6,Cute and comfortable,Super cute and super comfortable. I’m a shorty so it’s nice getting a few extra inches without being uncomfortable.,thuyzer ," August 29, 2023 ",True,True
74,Nizza Platform Shoes,75,6,Cool white sneaker,Matches everything!  The platform makes it a cooler styler. Don’t like the width. My foot is narrow and it’s a bit wide but still a good shoe,JenLyn2011 ," August 28, 2023 ",True,True
75,Nizza Platform Shoes,75,6,Love them!,"Super cute platform kicks. I was looking for a classic white shoe and these are perfect. True to size and comfortable.  Also, I received them in 1 day! Amazing!",Chilton922 ," August 28, 2023 ",True,True
76,Nizza Platform Shoes,75,6,Style and comfort,"These are comfortable, cute and stylish. The platforms are a bit much for me, I didn't like them in that regard. Otherwise a great fit and a good price.",DDeb ," August 28, 2023 ",True,True
87,Nizza Platform Shoes,75,6,Great shoe. Comfortable,Extremely comfortable and excellent quality.  Highly recommend,Lisa ," August 27, 2023 ",False,True
88,Nizza Platform Shoes,75,6,Beautiful,"They look stunning 🤩 I loved it, needed to tie the laces so they would feel more comfortable, I wear 9,5 but I ordered 10 and they are just perfect! So comfortable and they look a bit fancy even though they are canvas material.. I’m very happy with my purchase!",Marge ," August 27, 2023",False,False
89,Nizza Platform Shoes,75,6,Its ok,Too much of a platform shoes. Remind me of the air force,NickyRead ," August 27, 2023 ",True,True
90,Nizza Platform Shoes,75,6,"Besides digging into my ankles, great shoe","Super comfy until they started digging into the back of my ankles. Not sure if it's me, (probably is), or the shoe. Other than that, they soles are cushioned which is very nice.",MleK ," August 26, 2023",False,False
91,Nizza Platform Shoes,75,6,My wife love them and they fit better than expecte,"Better. To buy here than the Outlet, cause the ones on the outlet the size was wrong",VanChapel ," August 26, 2023",False,False
92,Nizza Platform Shoes,75,6,Love it!,Great shoes! Comfortable and cute! Would definitely recommend.,LM86 ," August 29, 2023",False,False
93,Nizza Platform Shoes,75,6,Comfortable but gotta get use to a higher shoe.,Love the colors on the shoe matches with pretty much everything.,Mar212 ," August 29, 2023",False,False
94,Nizza Platform Shoes,75,6,Comfort meets style.,SO comfortable right along with how stylish they are.,LindseyB ," August 29, 2023 ",True,True
95,Nizza Platform Shoes,75,6,Shoes that look like a sunset?  Yes please!,"These shoes are so comfortable, although I could have sized down a half size. The color is amazing!",Jess17 ," August 29, 2023",False,False
96,Nizza Platform Shoes,75,6,Nice looking casual shoes with a great subtle heel,"This shoe is comfortable, goes with everything, and makes me look taller in a casual way. Definitely worth it and want it in more colors/ styles.",Autumn ," August 29, 2023",False,False
97,Nizza Platform Shoes,75,6,Nice shoe too wide,Like the cloth design &amp; color. I will purchase another pair in the near future if I can only get my refund processed! Total nightmare when it comes to s refund,AdidasFan ," August 23, 2023",False,False
98,Nizza Platform Shoes,75,6,Love em so pretty,I love them happy I got them I got so many compliments,Pinky889 ," August 22, 2023 ",False,True
99,Nizza Platform Shoes,75,6,Best,Perfect fit and super comfortable great styles wish more colors,Chris ," August 21, 2023",False,False
100,Nizza Platform Shoes,75,6,Lovely shoes,"You need to order at least a size up.
Had to return &amp; order the plain white in size 8.",Jules212 ," August 20, 2023 ",True,True
101,Nizza Platform Shoes,75,6,Not a good fit,Cute but narrow.  Could not get my foot in them.  Had to return.,Luv4Adidias ," August 20, 2023 ",True,True
102,Nizza Platform Shoes,75,6,stylish and versatile,stylish platform design which is very comfortable to wear,CBC83 ," August 19, 2023 ",True,True
103,Nizza Platform Shoes,75,6,I love how comfortable my sneakers are and stylish,I wish I had these and all of the colours of the rainbow.,Sunny23 ," August 19, 2023",False,False
104,Nizza Platform Shoes,75,6,Awesome shoe for looks and function.,These shoes not only look great but they are very comfortable and durable.,JGATTY ," August 18, 2023 ",True,True
105,Nizza Platform Shoes,75,6,You won't regret it,"Fits nicely, looks great (probably better in person) and it's very comfortable",datatwin ," August 18, 2023 ",True,True
106,Nizza Platform Shoes,75,6,not for me,"size does not match other shoes, and uncomfortable.",jldmob10707 ," August 18, 2023 ",True,True
107,Nizza Platform Shoes,75,6,I love to change my sneakers,Love them sooo comfy I haven’t worn them out yet my toe is right their but I think I will be ok  I ordered the black ones but got a 1/2 up.,Penny ," August 17, 2023 ",True,True
108,Nizza Platform Shoes,75,6,I love it! It’s just a little big,It’s uncomfortable because it’s kinda big. But all in all i love it!,Shaira ," August 16, 2023",False,False
109,Nizza Platform Shoes,75,6,"Cute, trendy, comfy shoes!","Great, trendy pair of shoes! I was a little worried about the canvas being thin when I ordered, but it ended up being padded and very comfortable.",gbsoccer12 ," August 16, 2023 ",True,True
110,Nizza Platform Shoes,75,6,"Beautiful &amp; durable platform, bought 2nd pair.",You can dress these platforms up for a date night or down for a night out around down town. Plz ensure to size ur feet as I had to purch both colours 1 size smaller. i.e. size 7.5 ordered these id 6.5. Go get you a pair.,Dragon ," August 15, 2023",False,False
111,Nizza Platform Shoes,75,6,Love Love Love,"Love these Nizza platforms. They are so comfy and super cute. I normally wear a sz10. These are a little long, but not sure a 9.5 would have worked. All in all I'm very happy with this purchase. I now have 2 pairs of sz10 Nizzas and will be buying more for sure!",kimb2004 ," August 15, 2023",False,False
112,Nizza Platform Shoes,75,6,Great buy for the price!,"I typically wear a size 6.5-7 women in any other brand, because Adidas runs large imo I fit a size 5.5 perfectly and comfortably without any tightness. And definitely made well. Size 5.5 fit me like a glove! These shoes are so versatile and always get compliments! I would definitely suggest spraying them with a Water Repellent Scotch guard because they’re canvas to keep them bright and white as long as possible!",SMV1 ," August 15, 2023 ",True,True
113,Nizza Platform Shoes,75,6,My second Nizza in less than a year! Love it!!,Nizzas are the best and comfortable sneakers!!! I have two!!,Gahh ," August 14, 2023",False,False
114,Nizza Platform Shoes,75,6,Best shoe ever!,Fits narrow arches/ankles! So comfortable! I will never go back to another shoe’,Raemar786 ," August 14, 2023 ",True,True
115,Nizza Platform Shoes,75,6,Comfortable shoes,"Really lovely shoes, super comfy and cute i really recommend it.",Nfrx ," August 14, 2023",False,False
116,Nizza Platform Shoes,75,6,Very good,I was looking for a great shoe that was very comfortable and this is perfect,Boy27 ," August 14, 2023",False,False
122,Nizza Platform Shoes,75,6,Best purchase ever,These shoes are so comfortable and so cute goes with any outfit!,jjohnson16 ," August 12, 2023 ",True,True
123,Nizza Platform Shoes,75,6,Cool,Cooler and super nice and allat because they are shoes,jmrz ," August 12, 2023",False,False
124,Nizza Platform Shoes,75,6,"Get this , must have","The quality, price and the style is everything. It’s a must purchase order.",BossB ," August 12, 2023 ",False,True
125,Nizza Platform Shoes,75,6,Cute shoe but very uncomfortable.,"I really wanted to love this shoe. Looks cute but so uncomfortable. They run very big. I had to size down to a 5.5, normally I’m a 6-6.5. The heel slips off terrible when I walk but I can’t size down to a 5 because they would be too short. I’ve worn them twice and I’ll never wear them again. So disappointed. Wish I could return them and get my money back :( definitely not the quality I’m used to with Adidas.",GiGiZ ," August 12, 2023",False,False
126,Nizza Platform Shoes,75,6,Very nice pair of shoes.,Comfortable and long-lasting. I would definitely buy them again.,Alexandra7 ," August 11, 2023",False,False
132,Nizza Platform Shoes,75,6,It’s cool sum slight for the price real cool tho s,It’s cool sum slight for the price real cool tho sum cool fr fr so yea it’s cool,Evan ," August 11, 2023",False,False
133,Nizza Platform Shoes,75,6,the best closet staple,"classic simple shoe, can't go wrong with this purchase. love the look.",chicha ," August 11, 2023 ",True,True
134,Nizza Platform Shoes,75,6,Very good shoe,Nice shoe to fit with any type of style of fit you would wear,Carlitoes ," August 11, 2023",False,False
135,Nizza Platform Shoes,75,6,Comfortable and stylish,My kids loved these shoes. When they're on special they are most definitely worth it,FatherOfTwo ," August 11, 2023",False,False
136,Nizza Platform Shoes,75,6,Really great quality shoe,Would buy again. Size was to big but are so comfortable. Love putting together outfits with them.,LilE ," August 11, 2023",False,False
137,Nizza Platform Shoes,75,6,True to size and love the way they look,One of my favorite recent purchases. Love the way they look,Ag33 ," August 9, 2023",False,False
138,Nizza Platform Shoes,75,6,Definitely love these,Love these!!!!! They are so cute and fun perfectly!!,TerraMo87 ," August 8, 2023 ",True,True
139,Nizza Platform Shoes,75,6,Amazing style and comfort!,My wife loves the Nizza platform! It is the 3rd pair!,Andyman ," August 8, 2023",False,False
140,Nizza Platform Shoes,75,6,Daughter loves them!,These were exactly what my daughter wanted at a great price!,Jrader ," August 7, 2023",False,False
141,Nizza Platform Shoes,75,6,These shoes are so cute in a blocky/platform way!!,So comfortable and great for school!!! I love them,shawty101 ," August 7, 2023",False,False
147,Nizza Platform Shoes,75,6,Always purchasing the best !,Super cute and comfy!!   Love Adidas products!!   Love the “bumper “ tops n the thicker soles,Suzilla ," August 5, 2023 ",True,True
148,Nizza Platform Shoes,75,6,Cushiony &amp; Comfortable,"Perfect white trainer, was surprised at how soft and comfortable it is as well!",Bianca ," August 4, 2023",False,False
149,Nizza Platform Shoes,75,6,Great purchase,This was a birthday gift and it was a really good gift that will go with many fits,Motm ," August 4, 2023",False,False
150,Nizza Platform Shoes,75,6,Great shoe!,It’s a great shoe. Gives me a bit more height and I can stand in them all day.,Godisgreat22 ," August 3, 2023 ",True,True
151,Nizza Platform Shoes,75,6,Good,I like the way it feels on my feet and they are very light,Jack ," August 3, 2023",False,False
152,Nizza Platform Shoes,75,6,Great purchase,Can't wait to get the hi top because these are very nice,BabyLegend11 ," August 3, 2023",False,False
153,Nizza Platform Shoes,75,6,Extremely comfortable and worth it,"I have trouble finding comfortable shoes, so this was the perfect find.",PSGS ," August 2, 2023",False,False
154,Nizza Platform Shoes,75,6,Great shoe extremely comfortable for long days,"Really comfortable, wear them all day when traveling",T-Bone ," July 31, 2023",False,False
155,Nizza Platform Shoes,75,6,Stylish and cute!,"This is my first time buying platform shoes. They feel heavy at first because I’m not used to them yet, but hopefully the more I wear them, the more comfortable they become! Definitely not one of the most comfortable shoes to walk long distances for. But they look stylish and cute!",Ellah13 ," July 31, 2023",False,False
156,Nizza Platform Shoes,75,6,Absolutely 100% recommend,Definitely worth the price. I love these shoes! Always getting compliments,Yiyah ," July 31, 2023",False,False
162,Nizza Platform Shoes,75,6,Super cute,"My daughter saw these and fell in love, they're well made like all Adidas seem to be! We had a slight issue with size, but exchange was simple and fast!",Liquidfire923 ," July 30, 2023 ",True,True
163,Nizza Platform Shoes,75,6,No,"8 was too big, 7.5 was too small…Exchange process was horrendous and not worth the time it took to figure out the shoe would never fit.",Stay ," July 29, 2023 ",True,True
164,Nizza Platform Shoes,75,6,Buy them now,"These are so adorable, comfortable, I love the fact that they are high . They are perfect, can’t wait to wear them.",Lizzie ," July 28, 2023",False,False
165,Nizza Platform Shoes,75,6,LOVE these,"Love these going to buy 2 more pairs 
Recommend buying before they are gone",wip100 ," July 28, 2023 ",True,True
166,Nizza Platform Shoes,75,6,The shoes are really cute,The shoes are nice but start to feel tight from the width after using them for a while and standing on your feet. They have good height. I have been using them for about 5 months and they have started to unglue from the sides. They’re nice as long you don’t use them for too much walking and don’t have wide feet,misty ," July 27, 2023",False,False
167,Nizza Platform Shoes,75,6,They do not run true to size you have to get them,A size bigger than what you actually wear or suffer I would like to return mine and get them a size bigger because right now I can’t wear them,WC131 ," July 26, 2023",False,False
168,Nizza Platform Shoes,75,6,Love style and fit but color is not white,"Wanted a plain white sneaker to wear with different outfits. These are exactly what I was looking for BUT the white ones are not a true white. They are more of an off-white/yellowy color (See photo). Not thrilled about that however I will probably keep them because they are still a cute shoe. Just was looking for an all white shoe. These will be cute with a casual dress, jeans, or yogi pants. I am an 8 but ordered a 7 and 1/2. They just fit and are a tad snug by my toe but I think an 8 would be slipping off the back. Hopefully they don’t hurt when wearing for a long time.",Karbear ," July 26, 2023",False,False
169,Nizza Platform Shoes,75,6,Bought just to try on and I’m keeping them,"I got these out of curiousity. I did not think they were my style and they looked like they might be heavy. That could not be further from the truth. They are stylish, light and comfortable. I’m keeping these for sure. Could see myself getting another pair",Rodi ," July 26, 2023",False,False
170,Nizza Platform Shoes,75,6,Highly recommend,"Good design 👌,  comfortable 👌,  stylish 😎, I'm happy",Roma ," July 25, 2023 ",True,True
171,Nizza Platform Shoes,75,6,Good buy.,"Love the shoe. Lightweight and comfortable. I'm always a fan of Platforms' shoes, and this is definitely my favourite. Looks good. Love it.",Rozi127 ," July 25, 2023",False,False
177,Nizza Platform Shoes,75,6,Would buy again,My daughter highly recommends these shoes. She says they are super-cute and go with all of her outfits. She likes that they make her taller.,Sully ," July 22, 2023 ",True,True
178,Nizza Platform Shoes,75,6,Wonderful everyday shoe! Simple and cute.,very comfortable and easy to wear. Matches with everything I have in my closet.,Emily ," July 21, 2023",False,False
179,Nizza Platform Shoes,75,6,Best purchase ever,Really good. I really liked that product and I recommend every adidas lover to buy it,Mohamed ," July 21, 2023",False,False
180,Nizza Platform Shoes,75,6,Bought for my teen daughter she’s loves them,"Stylish, comfortable and simply versatile shoes. My daughter is a teen and hard to buy for, but she absolutely loves these shoes",LookyLooky ," July 21, 2023",False,False
181,Nizza Platform Shoes,75,6,Love my shoes they are the most comfortable shoes,I get a lot of compliments from people when I'm out with them on I love the classics they never disappoint.,Meme ," July 20, 2023",False,False
182,Nizza Platform Shoes,75,6,Very comfortable and true to size,"Would recommend for casual wear, and can be worn for many occasions.",ash98 ," July 20, 2023",False,False
183,Nizza Platform Shoes,75,6,"Perfect size, so comfortable",Will recommend it to my friends. It’s very comfortable shoe,Erica ," July 19, 2023",False,False
184,Nizza Platform Shoes,75,6,Comfy if you get the right size,Great shoes but was sent a size bigger than what I ordered. Ugh.,SgtStorm58 ," July 19, 2023 ",True,True
185,Nizza Platform Shoes,75,6,Stylish and comfortable!,Good quality and easy to pair with any outfit. So comfortable!,Dnbbrown ," July 19, 2023 ",True,True
186,Nizza Platform Shoes,75,6,"These are a perfect, comfortable white sneaker!",These are comfortable and a perfect wardrobe staple.,Erin ," July 19, 2023",False,False
187,Nizza Platform Shoes,75,6,A must-have accessory.,Slightly different from your normal white trainers. Very comfortable to wear and goes with anything from jeans to dresses.,Becki67 ," July 18, 2023 ",True,True
188,Nizza Platform Shoes,75,6,Comfy and easy to wear,"So comfortable and give me height, I love Adidas clothes and shoes.",Kimba ," July 18, 2023 ",True,True
